CIUFS,Data,Campanha,localidade,Bioma,Nº,CT,CP,PT,Sexo,Estádio,PG,IGS,GRE,PE,PF,Fixado,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,6,26.53,21.23,0.19,M,2,0.001,0.526,F2,0.006,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,7,24.18,20.98,0.14,F,5,0.002,1.429,F1,0.007,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,8,28.89,23.8,0.26,M,3,0.002,0.769,F1,0.006,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,9,29.03,23.64,0.16,M,3,0.002,1.250,F1,0.002,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,10,25.69,21.08,0.36,F,2,0.016,4.444,F2,0.006,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,11,30.41,25.19,0.2,M,4,0.001,0.500,F3,0.012,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,12,27.67,22.5,0.13,M,3,0.002,1.538,F2,0.005,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,13,23.22,19.31,0.34,F,4,0.005,1.471,F2,0.007,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,14,31.43,25.68,0.31,F,4,0.002,0.645,F3,0.005,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,15,30.55,25.85,0.21,F,3,0.011,5.238,F2,0.005,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,16,22.34,18.11,0.1,M,2,0.001,1.000,F2,0.003,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,17,34.77,28.29,0.46,F,4,0.020,4.348,F3,0.016,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,18,28.12,24.46,0.23,F,2,0.006,2.609,F2,0.006,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,19,27.26,21.06,0.18,M,4,0.001,0.556,VZ,,0.013,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,20,31.74,25.86,0.36,M,3,0.003,0.833,F2,0.008,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,21,32.99,27.08,0.37,F,2,0.013,3.514,F2,0.006,0.005,F,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,22,30.61,24.31,0.29,F,5,0.004,1.379,D1,0.005,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,23,28.21,23.22,0.22,M,3,0.002,0.909,F2,0.005,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,24,27.03,23.02,0.2,F,4,0.006,3.000,F3,0.004,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,25,28.6,22.3,0.26,M,4,0.002,0.769,F2,0.003,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,26,36.11,28.37,0.47,F,3,0.017,3.617,F3,0.012,0.005,FEC,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,27,28.66,22.11,0.21,M,4,0.001,0.476,F2,0.005,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,28,31.29,25.51,0.29,M,3,0.002,0.690,F1,0.005,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,29,32.18,26.76,0.36,F,5,0.005,1.389,F2,0.004,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,30,26.63,22.47,0.2,M,4,0.001,0.500,F2,0.001,0.007,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,31,31.04,26.61,0.31,F,4,0.006,1.935,F3,0.008,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,32,23.38,19.24,0.14,F,1,0.002,1.429,F1,0.003,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,33,28.57,22.91,0.29,F,3,0.018,6.207,F3,0.006,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,34,26.51,22.17,0.21,F,5,0.001,0.476,F1,0.003,0.005,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,35,30.47,25.4,0.29,F,5,0.003,1.034,F2,0.008,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,36,31.04,25.18,0.33,F,2,0.005,1.515,F2,0.012,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,37,28.58,23.44,0.22,M,4,0.001,0.455,F3,0.014,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,38,30.45,25.26,0.29,M,3,0.002,0.690,F1,0.004,0.001,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,39,31.41,24.24,0.21,M,2,0.001,0.476,VZ,,0.003,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,40,29.23,23.4,0.3,F,5,0.004,1.333,F3,0.010,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,41,32.27,26.38,0.35,F,4,0.010,2.857,F1,0.004,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,42,31.07,24.41,0.3,F,4,0.007,2.333,F2,0.004,0.006,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,43,30.49,25.14,0.28,F,5,0.001,0.357,VZ,,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,44,27.96,22.79,0.2,M,2,0.002,1.000,F2,0.004,0.004,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,45,31.09,25.73,0.27,M,3,0.003,1.111,VZ,,0.007,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,46,28.31,23.91,0.3,F,5,0.017,5.667,F2,0.012,0.015,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,47,29.7,23.42,0.26,F,5,0.004,1.538,F3,0.008,0.010,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,48,29.7,23.21,0.19,F,5,0.013,6.842,F1,0.008,0.010,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,49,23.72,19.81,0.14,F,5,0.007,5.000,F2,0.004,0.002,,
2432,10/20/2015,Oct-15,Curralinho,Caatinga,50,30.6,24.57,0.32,F,4,0.016,5.000,F1,0.016,0.011,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,1,35.82,28.8,0.41,F,3,0.017,4.146,F1,0.010,0.006,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,2,26.14,20.08,0.12,M,5,0.001,0.833,F3,0.006,0.002,F,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,3,23.6,18.5,0.1,M,1,0.001,1.000,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,4,22.46,17.59,0.08,I,1,0.001,1.250,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,5,22.36,17.86,0.07,I,1,0.001,1.429,VZ,,0.001,F,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,6,28.61,23.07,0.18,F,5,0.001,0.556,F1,0.006,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,7,30.35,23.35,0.25,F,3,0.011,4.400,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,8,29.66,22.54,0.2,F,5,0.001,0.500,VZ,,0.004,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,9,29.1,21.52,0.17,M,2,0.001,0.588,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,10,27.78,21.44,0.16,M,3,0.003,1.875,F2,0.003,0.005,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,11,26.74,21.77,0.17,M,2,0.001,0.588,F2,0.008,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,12,22.56,17.98,0.09,M,2,0.002,2.222,D1,0.006,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,13,26.64,20.49,0.13,M,2,0.001,0.769,F2,0.006,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,14,28.43,22.13,0.19,M,4,0.001,0.526,F3,0.006,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,15,28.61,22.59,0.22,F,5,0.001,0.455,F2,0.007,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,16,39.27,30.8,0.46,M,3,0.003,0.652,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,17,27.24,21.17,0.18,F,1,0.001,0.556,F1,0.004,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,18,33.54,25.72,0.33,F,4,0.003,0.909,F1,0.005,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,19,24.46,18.59,0.09,M,5,0.001,1.111,VZ,,0.003,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,20,26.42,21.09,0.15,M,2,0.002,1.333,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,21,27.92,21.67,0.16,F,5,0.001,0.625,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,22,29.5,23.97,0.22,F,5,0.001,0.455,F2,0.003,0.004,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,23,26.5,21.1,0.13,M,4,0.002,1.538,F2,0.005,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,24,27.69,21.65,0.14,M,4,0.001,0.714,F2,0.009,0.005,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,25,28.31,22.57,0.16,F,5,0.001,0.625,F2,0.007,0.007,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,26,27.96,22.85,0.17,F,5,0.001,0.588,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,27,29.62,22.19,0.16,M,5,0.001,0.625,F3,0.004,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,28,23.5,18.38,0.08,M,1,0.001,1.250,F2,0.003,0.001,F,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,29,24.61,19.63,0.11,F,5,0.001,0.909,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,30,33.32,25.95,0.32,F,2,0.017,5.313,VZ,,0.003,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,31,28.69,23.64,0.22,F,5,0.001,0.455,F2,0.007,0.004,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,32,34.96,26.54,0.3,F,3,0.020,6.667,F1,0.006,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,33,35.55,27.6,0.4,F,2,0.025,6.250,F2,0.013,0.006,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,34,24.51,19.38,0.13,M,4,0.001,0.769,F1,0.011,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,35,24.55,18.83,0.11,M,1,0.001,0.909,F1,0.004,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,36,24.77,19.51,0.11,F,5,0.002,1.818,F2,0.004,0.004,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,37,22.91,18.39,0.11,M,1,0.001,0.909,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,38,25.17,24.49,0.14,F,5,0.002,1.429,F2,0.007,0.003,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,39,23.58,19.03,0.11,F,5,0.002,1.818,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,40,21.05,16.78,0.08,M,5,0.001,1.250,F1,0.004,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,41,22.15,17.58,0.11,M,1,0.001,0.909,F2,0.006,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,42,26.7,21.14,0.18,M,2,0.001,0.556,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,43,22.76,18.18,0.09,F,1,0.001,1.111,F1,0.003,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,44,24.98,20.75,0.16,F,5,0.001,0.625,VZ,,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,45,23.75,18.37,0.1,F,1,0.001,1.000,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,46,22.24,18.18,0.09,F,1,0.001,1.111,F1,0.004,0.002,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,47,22.24,18.71,0.09,F,5,0.002,2.222,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,48,22.01,17.4,0.08,M,1,0.001,1.250,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,49,23.63,18.49,0.12,F,1,0.001,0.833,VZ,,0.001,,
2434,10/19/2015,Oct-15,UHE Xingó,Caatinga,50,26.14,20.9,0.17,M,2,0.001,0.588,F2,0.004,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,1,34.77,26.67,0.38,F,4,0.006,1.579,F2,0.012,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,2,32.6,24.58,0.31,M,3,0.004,1.290,F1,0.005,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,3,30.17,23.73,0.26,F,4,0.007,2.692,F2,0.011,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,4,33.24,25.45,0.31,M,3,0.004,1.290,VZ,,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,5,32.63,25.86,0.28,M,3,0.001,0.357,F1,0.003,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,6,28.28,22.11,0.19,M,4,0.001,0.526,F2,0.005,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,7,27.22,21.82,0.19,F,5,0.002,1.053,F3,,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,8,36.9,29.36,0.51,F,3,0.027,5.294,F1,0.009,0.011,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,9,26.9,21.39,0.17,M,4,0.002,1.176,F2,0.004,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,10,34.17,26.96,0.32,F,5,0.002,0.625,F2,0.005,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,11,30.83,23.86,0.24,M,2,0.001,0.417,F1,0.003,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,12,32.22,25.17,0.26,M,3,0.001,0.385,VZ,,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,13,33.02,24.64,0.32,M,3,0.002,0.625,F2,0.004,0.007,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,14,33.13,26.71,0.38,F,3,0.010,2.632,F2,0.007,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,15,33.46,26.38,0.32,M,3,0.005,1.563,F3,,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,16,31.37,24.9,0.25,M,3,0.004,1.600,F2,0.007,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,17,34.04,26.58,0.35,F,4,0.015,4.286,F2,0.008,0.005,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,18,33.76,26.52,0.29,M,2,0.002,0.690,F1,0.006,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,19,36.08,28,0.43,M,3,0.005,1.163,VZ,,0.005,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,20,34.08,26.02,0.3,M,3,0.002,0.667,F1,0.006,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,21,33.89,24.69,0.36,F,3,0.018,5.000,F2,0.080,0.002,F,
2444,10/20/2015,Oct-15,Niterói,Caatinga,22,35.45,27.9,0.41,M,3,0.002,0.488,F3,0.009,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,23,29.75,22.96,0.25,M,4,0.002,0.800,D2,0.006,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,24,28.26,21.8,0.19,M,2,0.001,0.526,F1,0.003,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,25,23.68,18.11,0.09,M,4,0.001,1.111,F3,0.007,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,26,34.22,26.95,0.32,M,3,0.005,1.563,VZ,,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,27,28.94,22.95,0.2,M,5,0.001,0.500,F2,0.006,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,28,28.48,22.33,0.18,F,5,0.002,1.111,F2,0.007,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,29,33.53,26.2,0.34,M,3,0.003,0.882,F2,0.010,0.008,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,30,29.09,23.33,0.21,M,5,0.001,0.476,F2,0.005,0.004,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,31,31.31,24.38,0.3,F,3,0.035,11.667,F2,0.008,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,32,33.74,26.5,0.39,F,5,0.005,1.282,F2,0.022,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,33,30.26,24.69,0.27,M,4,0.001,0.370,F2,0.005,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,34,32.92,26.36,0.32,F,4,0.014,4.375,VZ,,0.004,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,35,31.95,26.1,0.34,M,3,0.004,1.176,F2,0.006,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,36,31.34,26.26,0.33,M,2,0.002,0.606,F3,0.006,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,37,26.61,20.99,0.14,M,4,0.002,1.429,F3,0.006,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,38,33.42,27.17,0.33,F,4,0.016,4.848,F3,0.012,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,39,23.08,18.63,0.1,M,4,0.001,1.000,F3,0.004,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,40,31.28,25.31,0.32,M,3,0.003,0.938,VZ,,0.002,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,41,24.52,19.45,0.13,M,4,0.001,0.769,F2,0.006,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,42,25.89,20.67,0.14,M,5,0.001,0.714,F2,0.006,0.005,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,43,23.62,19.5,0.12,F,5,0.001,0.833,F2,0.003,0.001,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,44,29.78,24.42,0.29,M,2,0.001,0.345,F2,0.006,0.004,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,45,29.46,23.39,0.22,M,4,0.001,0.455,F2,0.008,0.005,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,46,35.03,29.14,0.47,M,3,0.003,0.638,VZ,,0.003,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,47,34.43,28.86,0.41,F,3,0.035,8.537,VZ,,0.007,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,48,32.24,26.52,0.36,F,2,0.015,4.167,VZ,,0.007,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,49,33.45,27.76,0.39,F,4,0.020,5.128,F2,0.007,0.012,,
2444,10/20/2015,Oct-15,Niterói,Caatinga,50,34.15,27.22,0.41,F,4,0.012,2.927,F1,0.008,0.001,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,FEC
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,RASGADO