CIUFS,Data,Campanha,localidade,Bioma,Nº,CT,CP,PT,Sexo,Estádio,PG,IGS,GRE,PE,PF,IHS,Fixado
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,1,20.62,16.89,0.08,I,1,0.001,1.250,F3,0.005,,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,2,23.17,18.66,0.13,M,2,0.002,1.538,VZ,,0.002,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,3,25.89,21.07,0.19,M,5,0.001,0.526,F3,0.009,,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,4,32.84,26.37,0.34,M,4,0.004,1.176,F3,0.007,0.007,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,5,18.82,15.85,0.07,F,1,0.001,1.429,VZ,,0.004,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,6,24.21,20.74,0.14,F,1,0.001,0.714,,0.006,0.003,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,7,27.36,21.69,0.23,M,5,0.002,0.870,F3,0.019,0.007,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,8,24.19,19.09,0.15,I,1,0.001,0.667,F1,0.007,0.007,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,9,34.64,28.69,0.53,F,4,0.013,2.453,F2,0.014,0.005,G,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,10,18.77,15.69,0.08,I,1,0.001,1.250,F1,0.005,0.004,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,11,33.91,27.22,0.38,F,2,0.007,1.842,F3,0.012,0.007,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,12,21.74,17.75,0.12,M,1,0.001,0.833,F2,0.004,0.003,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,13,34.48,28.18,0.41,F,4,0.008,1.951,F3,0.012,0.009,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,14,27.86,22.75,0.2,I,1,0.001,0.500,F3,0.009,0.003,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,15,38.4,31.56,0.64,F,3,0.049,7.656,F3,0.023,0.008,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,16,29.67,24.24,0.28,F,5,0.001,0.357,D3,1.011,0.004,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,17,21.18,17.62,0.12,F,1,0.001,0.833,F3,0.006,0.002,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,18,27.58,22.68,0.23,F,5,0.001,0.435,F2,0.015,0.008,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,19,24.64,19.46,0.14,M,5,0.001,0.714,F1,0.008,0.002,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,20,32.76,24.63,0.35,M,3,0.004,1.143,F3,0.007,0.012,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,21,32.97,27.81,0.4,M,3,0.004,1.000,F2,0.012,0.006,G,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,22,28.74,23.06,0.25,F,5,0.001,0.400,F1,0.005,0.003,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,23,27.84,22.09,0.21,F,1,0.001,0.476,F2,0.005,0.002,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,24,34.02,27.22,0.44,F,3,0.033,7.500,F2,0.014,0.008,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,25,16.56,13.14,0.05,I,1,0.001,2.000,F2,0.001,0.001,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,26,31.65,25.63,0.36,F,4,0.008,2.222,F2,0.011,0.006,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,27,26.19,21.78,0.2,F,5,0.001,0.500,F3,0.010,0.004,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,28,34.61,28.18,0.44,M,3,0.008,1.818,F3,0.008,0.005,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,29,21.78,18.78,0.13,I,1,0.001,0.769,F1,0.003,0.002,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,30,25.75,21.42,0.22,F,1,0.001,0.455,F2,0.010,0.004,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,31,30.44,25.11,0.3,M,3,0.004,1.333,F3,0.005,0.003,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,32,34.9,28.41,0.49,M,3,0.007,1.429,F3,0.012,0.004,G,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,33,25.88,20.86,0.2,F,5,0.001,0.500,F2,0.008,0.004,G,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,34,25.82,20.71,0.21,F,5,0.001,0.476,F3,0.017,0.006,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,35,33.93,26.99,0.39,M,3,0.005,1.282,F2,0.008,0.004,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,36,27.34,22.18,0.2,M,3,0.003,1.500,VZ,,0.004,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,37,21.45,17.55,0.11,I,1,0.001,0.909,F2,0.004,0.004,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,38,31.74,27.13,0.41,M,3,0.006,1.463,F3,0.010,0.011,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,39,32.77,27.29,0.4,F,4,0.012,3.000,F3,0.007,0.004,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,40,31.4,24.99,0.28,F,5,0.008,2.857,F2,0.006,0.005,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,41,22.65,19.18,0.13,F,5,0.001,0.769,F2,0.007,0.003,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,42,30.14,24.8,0.33,M,5,0.001,0.303,D3,0.016,0.009,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,43,29.15,23.47,0.23,F,5,0.001,0.435,F2,0.012,,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,44,31.37,25.93,0.35,F,5,0.001,0.286,F2,0.007,0.003,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,45,33.19,26.9,0.41,F,3,0.043,10.488,F3,0.018,0.006,G/E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,46,21.78,17.7,0.1,F,5,0.001,1.000,F2,0.004,0.003,E,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,47,28.64,22.87,0.24,M,5,0.001,0.417,F1,0.003,0.002,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,48,26.09,20.86,0.15,F,5,0.001,0.667,F2,,,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,49,35.21,28.58,0.41,F,5,0.001,0.244,D1,0.005,0.008,,
1766,1/21/2015,Jan-15,Gararu,Mata Atlântica,50,25.93,20.96,0.18,M,5,0.001,0.556,F2,0.004,0.006,,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,1,38.76,30.25,0.61,F,2,0.0041,0.672,F3,0.032,0.015,2.46,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,2,31.54,25.73,0.31,F,5,0.001,0.323,F3,0.018,0.002,0.65,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,3,28.09,22.61,0.2,F,5,0.001,0.500,F3,0.012,0.004,2.00,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,4,28.17,23.14,0.28,F,5,0.001,0.357,F3,0.013,0.008,2.86,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,5,34.45,28.06,0.43,f,5,0.001,0.233,D2,,0.005,1.16,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,6,30.32,25.68,0.37,M,3,0.005,1.351,F3,0.020,0.007,1.89,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,7,27.77,22.43,0.2,M,5,0.001,0.500,VZ,,0.005,2.50,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,8,34.23,28.28,0.51,F,3,0.035,6.863,F3,0.012,0.003,0.59,F/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,9,23.26,19.16,0.12,I,1,0.001,0.833,VZ,,0.005,4.17,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,10,30,24.15,0.27,M,4,0.002,0.741,F3,0.004,0.003,1.11,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,11,28.71,24.11,0.23,F,5,0.003,1.304,F3,0.016,0.002,0.87,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,12,33.44,27.38,0.4,M,3,0.005,1.250,F3,0.011,0.003,0.75,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,13,30.04,23.45,0.26,F,5,0.004,1.538,F3,0.012,0.011,4.23,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,14,22.54,18.41,0.13,F,1,0.001,0.769,F3,0.008,0.007,5.38,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,15,26.2,21.29,0.17,M,3,0.003,1.765,VZ,,0.005,2.94,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,16,28.59,23.17,0.25,F,5,0.001,0.400,D2,0.01,0.003,1.20,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,17,34.72,27.95,0.51,F,3,0.041,8.039,F3,0.028,0.007,1.37,F/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,18,30.46,25.56,0.27,F,5,0.003,1.111,F2,0.007,0.005,1.85,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,19,21.74,17.9,0.11,F,1,0.001,0.909,D1,0.008,0.001,0.91,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,20,26.49,21.29,0.17,M,5,0.001,0.588,F3,0.011,0.003,1.76,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,21,23.68,19.85,0.13,M,1,0.001,0.769,F3,0.004,0.004,3.08,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,22,28.33,23.17,0.26,M,3,0.003,1.154,F1,0.01,0.009,3.46,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,23,33.04,26.4,0.42,M,5,0.002,0.476,F3,0.008,0.004,0.95,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,24,30.74,25.65,0.33,M,3,0.004,1.212,F3,0.017,0.005,1.52,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,25,27.04,22.65,0.025,F,5,0.001,4.000,F3,0.021,0.003,12.00,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,26,25.66,20.03,0.16,M,1,0.001,0.625,F3,0.015,0.003,1.88,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,27,36.23,29.26,0.56,F,2,0.022,3.929,F3,0.023,0.008,1.43,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,28,24.21,19.75,0.15,M,1,0.001,0.667,F3,0.006,0.002,1.33,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,29,33.55,27.47,0.5,F,5,0.001,0.200,D2,0.018,,0.00,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,30,31.15,24.78,0.34,F,5,0.001,0.294,D2,0.017,0.004,1.18,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,31,31.05,25.62,0.29,F,5,0.001,0.345,VZ,,0.006,2.07,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,32,31.91,24.96,0.37,F,4,0.013,3.514,D1,0.002,0.008,2.16,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,33,24.5,20.02,0.14,F,1,0.001,0.714,F3,0.005,0.002,1.43,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,34,32.92,26.72,0.35,M,2,0.002,0.571,F3,0.02,0.004,1.14,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,35,30.45,24.28,0.29,F,4,0.006,2.069,F2,0.009,0.014,4.83,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,36,34.26,27.76,0.39,M,5,0.001,0.256,F3,0.017,0.009,2.31,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,37,30.32,24.09,0.29,M,3,0.007,2.414,F3,0.013,0.008,2.76,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,38,18.59,15.76,0.08,I,1,0.001,1.250,VZ,,0.002,2.50,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,39,35.62,28.29,0.44,F,4,0.004,0.909,F3,0.023,0.004,0.91,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,40,27.75,22.4,0.25,M,5,0.001,0.400,VZ,,0.004,1.60,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,41,25.38,20.97,0.13,F,1,0.001,0.769,F2,0.011,0.002,1.54,G/E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,42,26.83,22.09,0.18,F,5,0.001,0.556,F3,0.012,0.01,5.56,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,43,19.22,15.98,0.07,F,1,0.001,1.429,VZ,,0.001,1.43,G
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,44,34.35,27.76,0.43,F,4,0.022,5.116,VZ,,0.012,2.79,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,45,27.87,22.82,0.19,M,1,0.001,0.526,D1,0.004,0.005,2.63,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,46,25.1,20.9,0.14,M,5,0.001,0.714,F3,0.006,0.001,0.71,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,47,20.19,16.38,0.007,I,1,0.001,14.286,F3,0.008,0.005,71.43,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,48,26.11,22,0.18,F,5,0.002,1.111,VZ,,0.004,2.22,
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,49,31.12,26.11,0.34,F,5,0.001,0.294,F3,0.012,0.003,0.88,E
1771,1/21/2015,Jan-15,Amparo do São Francisco,Mata Atlântica,50,28.23,23.08,0.26,F,5,0.001,0.385,F3,0.015,0.007,2.69,E
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,1,32.12,25.93,0.38,M,3,0.005,1.316,D2,0.025,0.012,3.16,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,2,27.77,23.19,0.26,F,5,0.001,0.385,D2,0.02,0.012,4.62,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,3,30.94,25.18,0.43,F,2,0.017,3.953,F3,0.022,0.006,1.40,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,4,31.87,25.91,0.39,M,2,0.001,0.256,F3,0.016,0.003,0.77,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,5,34.37,28.03,0.61,F,4,0.001,0.164,F3,0.042,0.007,1.15,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,6,32.57,26.34,0.44,F,2,0.009,2.045,F3,0.03,0.007,1.59,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,7,33.37,27.1,0.5,F,3,0.037,7.400,F3,0.023,0.006,1.20,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,8,32.81,26.88,0.39,F,4,0.012,3.077,F3,0.016,0.007,1.79,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,9,31.25,25.24,0.32,F,4,0.009,2.813,F3,0.013,0.017,5.31,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,10,35.22,28.43,0.53,F,2,0.009,1.698,F3,0.011,0.006,1.13,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,11,17.06,13.93,0.06,M,1,0.001,1.667,F3,0.004,0.002,3.33,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,12,19.73,17.31,0.11,F,1,0.001,0.909,VZ,0,0.003,2.73,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,13,18.64,14.85,0.09,M,1,0.001,1.111,F3,0.003,0.003,3.33,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,14,19.61,17.28,0.14,M,1,0.001,0.714,F2,0.007,0.002,1.43,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,15,24.59,21.44,0.26,M,5,0.001,0.385,F2,0.017,0.002,0.77,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,16,21.76,23.84,0.35,F,4,0.003,0.857,VZ,0,0.001,0.29,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,17,22.77,18.52,0.2,M,1,0.001,0.500,F3,0.009,0.004,2.00,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,18,29.57,24.39,0.45,F,4,0.010,2.222,F3,0.026,0.008,1.78,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,19,30.39,24.17,0.45,M,3,0.004,0.889,F3,0.014,0.03,6.67,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,20,,25.27,0.43,M,4,0.001,0.233,F3,0.009,0.003,0.70,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,21,,19.27,0.28,M,1,0.001,0.357,F3,0.014,0.002,0.71,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,22,28.88,24.63,0.46,F,2,0.012,2.609,F3,0.006,0.004,0.87,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,23,32.87,25.97,0.47,F,3,0.034,7.234,F3,0.021,0.007,1.49,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,24,31.79,25.46,0.45,F,3,0.015,3.333,VZ,0,0.004,0.89,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,25,33,27.38,0.58,F,3,0.028,4.828,F3,0.02,0.006,1.03,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,26,25.13,19.46,0.15,I,1,0.001,0.667,F2,0.004,0.001,0.67,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,27,29.22,23.17,0.28,F,3,0.020,7.143,F3,0.011,0.002,0.71,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,28,20.8,16.98,0.09,I,1,0.001,1.111,F2,0.008,0.001,1.11,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,29,22.64,18.56,0.12,F,1,0.001,0.833,F3,0.001,0.001,0.83,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,30,,14.87,0.06,I,1,0.001,1.667,F3,0.004,0.005,8.33,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,31,32.86,27.1,0.44,F,2,0.022,5.000,F3,0.022,0.006,1.36,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,32,22.68,19.47,0.15,I,1,0.001,0.667,F3,0.005,0.003,2.00,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,33,34.29,28.06,0.51,F,3,0.026,5.098,F2,0.009,0.004,0.78,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,34,26.15,21.85,0.21,F,5,0.001,0.476,F3,0.01,0.006,2.86,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,35,31.79,25.25,0.4,M,2,0.001,0.250,F2,0.011,0.001,0.25,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,36,24.74,20.25,0.2,F,1,0.001,0.500,F3,0.01,0.003,1.50,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,37,30.09,24.96,0.38,F,2,0.023,6.053,F3,0.026,0.004,1.05,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,38,27.06,21.26,0.25,F,5,0.001,0.400,F1,0.007,0.003,1.20,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,39,28.38,22.73,0.28,F,5,0.001,0.357,F3,0.012,0.005,1.79,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,40,37.03,29.73,0.59,F,3,0.023,3.898,F2,0.021,0.005,0.85,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,41,34.91,28.78,0.46,F,4,0.018,3.913,F3,0.016,0.015,3.26,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,42,30.6,25.09,0.33,F,3,0.019,5.758,VZ,,0.003,0.91,F
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,43,29.79,24.67,0.34,F,4,0.009,2.647,D2,0.006,0.006,1.76,
1787,1/21/2015,Jan-15,Propriá,Mata Atlântica,44,31.15,25.3,0.28,M,3,0.004,1.429,F2,0.014,0.004,1.43,F
